,Unnamed: 0,id,created_at,date,time,tweet,sentiment_label,sentiment_score
83,83,1430147818908434433,2021-08-24 12:39:45+00:00,2021-08-24,12:39:45,"Cumhurbaşkanlığı Dijital Dönüşüm Ofisi Başkanı Ali Taha Koç, Türkiye'nin İlk Ulusal Yapay Zeka Stratejisi'ne ilişkin, 2025 yılı itibarıyla yapay zeka alanındaki istihdamı 50 bine çıkaracaklarını belirterek  https://t.co/7ASRt6zHYV",negative,0.6316
84,84,1430147133500428290,2021-08-24 12:37:02+00:00,2021-08-24,12:37:02,"Cumhurbaşkanlığı @dijital Dönüşüm Ofisi Başkanlığı ile @TCSanayi ve Teknoloji Bakanlığı iş birliğinde hazırlanan ""Ulusal Yapay Zekâ Stratejisi 2021-2025 Tanıtım Toplantısı"" na katıldık. Belgeye ilişkin açıklamamıza linkten ulaşabilirsiniz.  https://t.co/I8VelWXUzn  https://t.co/zn0arYmnmo",positive,0.6202
85,85,1430146755803467797,2021-08-24 12:35:32+00:00,2021-08-24,12:35:32,Türkiye'nin İlk Ulusal Yapay Zeka Stratejisi Açıklandı | Stratejik Düşünce Enstitüsü  https://t.co/0eexfip7XQ,negative,0.6979
86,86,1430145496203599881,2021-08-24 12:30:31+00:00,2021-08-24,12:30:31,Madde madde Türkiye’nin 5 yıllık Ulusal Yapay Zeka Stratejisi  https://t.co/l5Bg1TQzF7,positive,0.5252
87,87,1430145052278394881,2021-08-24 12:28:45+00:00,2021-08-24,12:28:45,Madde madde Türkiye’nin 5 yıllık Ulusal Yapay Zeka Stratejisi : Normal Zekayla olmuyor birde bunu deneyelim!  https://t.co/rQDgSPyLk6,positive,0.9541
88,88,1430143388008042502,2021-08-24 12:22:09+00:00,2021-08-24,12:22:09,"📢Türkiye Ulusal Yapay Zeka Stratejisi yürürlüğe girdi.  Belge 2021-2025 arasında ""müreffeh bir Türkiye için çevik ve sürdürülebilir yapay zekâ ekosistemiyle küresel ölçekte değer üretmek"" hedefiyle hazırlandı.  Link:  https://t.co/gNb692FrrZ  https://t.co/5MN32XDKVJ",positive,0.9519
89,89,1430143369141968900,2021-08-24 12:22:04+00:00,2021-08-24,12:22:04,Türkiye'nin İlk Ulusal Yapay Zeka Stratejisi açıklandı   https://t.co/bNgpBMrdoS,positive,0.6412
90,90,1430142383103090689,2021-08-24 12:18:09+00:00,2021-08-24,12:18:09,"#Türkiye'nin ilk Ulusal Yapay Zeka Stratejisi tanıtıldı Sanayi ve Teknoloji Bakanı Mustafa Varank, yapay zeka alanındaki hedefleri gerçekleştirmede nitelikli insan kaynağının büyük önem taşıdığ...   https://t.co/TPIrSvCSEW",positive,0.5804
91,91,1430141003789488153,2021-08-24 12:12:40+00:00,2021-08-24,12:12:40,Türkiye'nin İlk Ulusal Yapay Zeka Stratejisi açıklandı #BagimsizHaber  https://t.co/UakHXKEcAb,positive,0.5191
92,92,1430140300794765314,2021-08-24 12:09:53+00:00,2021-08-24,12:09:53,Madde madde Türkiye’nin 5 yıllık Ulusal Yapay Zeka Stratejisi   https://t.co/b2oVLw4m1B,negative,0.5275
93,93,1430140192552325122,2021-08-24 12:09:27+00:00,2021-08-24,12:09:27,"🧠Türkiye'nin yapay zeka alanındaki yol haritası olan ""Ulusal Yapay Zekâ Stratejisi 2021-2025""in detayları Sanayi ve Teknoloji Bakanı Mustafa Varank ve Cumhurbaşkanlığı Dijital Dönüşüm Ofisi Başkanı Ali Taha Koç'un katılımı ile kamuoyuna duyuruldu.   https://t.co/6AJpaaWBAp",positive,0.8188
94,94,1430137926902505475,2021-08-24 12:00:27+00:00,2021-08-24,12:00:27,"Gebze, Yapay Zeka Stratejisi’ne ev sahipliği yaptı  https://t.co/EoA1lxQuYR",positive,0.8518
95,95,1430135248185176067,2021-08-24 11:49:48+00:00,2021-08-24,11:49:48,Türkiye'nin Yapay Zeka Stratejisi açıklandı  https://t.co/62RBrkn2X1,positive,0.646
96,96,1430132931062861828,2021-08-24 11:40:36+00:00,2021-08-24,11:40:36,"Yapay zekâda az 50 bin istihdam  Bakan Varank, Bilişim Vadisi'nde gerçekleştirilen Ulusal Yapay Zeka Stratejisi Tanıtım Programı'nda yaptığı konuşmada, yapay zeka teknolojilerinin uygulama alanlarının her geçen gün arttığını söyledi.   https://t.co/aOXfNa2m74  https://t.co/RIVTe6AqKN",positive,0.7931
97,97,1430132601528926210,2021-08-24 11:39:17+00:00,2021-08-24,11:39:17,Türkiye’nin İlk Ulusal Yapay Zeka Stratejisi açıklandı    https://t.co/fFDLuwG0YA   #dijital #dönüşüm #Ulusal #Yapay #Strateji #yapayzeka  https://t.co/nx7qJXKNP9,positive,0.6634
98,98,1430132366127910922,2021-08-24 11:38:21+00:00,2021-08-24,11:38:21,Yazıyı yazdıktan sonra yazdıklarını okumayanlardan yapay zeka stratejisi iyi bir çözüm. YZ başlıkta yazan ile yazının içeriği uyuşmuyor diyebilirdi.  Ya da yazanın dışında biri okusa o da yeterli olurdu.  https://t.co/Sep5q89APy,positive,0.8039
99,99,1430131712084910081,2021-08-24 11:35:45+00:00,2021-08-24,11:35:45, https://t.co/XOt9oDyQVm Türkiye'nin İlk Ulusal Yapay Zeka Stratejisi açıklandı  https://t.co/kGxNmRviup,positive,0.8103
100,100,1430129801747222541,2021-08-24 11:28:09+00:00,2021-08-24,11:28:09,Yapay Zeka Stratejisi Açıklandı  Türkiye'nin 5 yıllık dönemdeki yapay zeka çalışmalarına yön verecek ilk ‘Ulusal Yapay Zeka Stratejisi’ #BilişimVadisi'nde kamuoyuna tanıtıldı. 🦿🦾  https://t.co/h90MMsEFbF  #yapayzeka #ulusalyapayzekastratejisi #bilişimvadisi #tübitak #hasanmandal,positive,0.7558
101,101,1430128847874412559,2021-08-24 11:24:22+00:00,2021-08-24,11:24:22,Madde madde Türkiye’nin 5 yıllık Ulusal Yapay Zeka Stratejisi   https://t.co/D1JyFtqoHe,positive,0.6255
102,102,1430128770715840512,2021-08-24 11:24:04+00:00,2021-08-24,11:24:04,Türkiyenin İlk Ulusal Yapay Zeka Stratejisi açıklandı  https://t.co/Q57JcECPir,negative,0.54
103,103,1430128034657579014,2021-08-24 11:21:08+00:00,2021-08-24,11:21:08,@anadoluajansi Türkiye'nin İlk Ulusal Yapay Zeka Stratejisi ZAM ZAM ZAM Sonra İBAN,positive,0.8644
104,104,1430127965476634625,2021-08-24 11:20:52+00:00,2021-08-24,11:20:52,Madde madde Türkiye’nin 5 yıllık Ulusal Yapay Zeka Stratejisi  https://t.co/NYQBxCs16p  https://t.co/A7NWU3ZsRA,positive,0.6357
105,105,1430127840532570115,2021-08-24 11:20:22+00:00,2021-08-24,11:20:22,"Yapay zeka stratejisi güzel bir girişim olabilir, tarafsız gözle bakayım belki gerçekten bir çaba vardır diye oturdum lansmanı izledim. Gözlemim: ya İngilizce NLP modellerine parmak ısırtan Türkçe modeller var ya da bakan bildiğin dublörle sohbet ediyor.",negative,0.9887
106,106,1430127765425111042,2021-08-24 11:20:04+00:00,2021-08-24,11:20:04,❝Stratejimiz keşfedici bir yaklaşıma sahip❞  Türkiye'nin İlk Ulusal Yapay Zeka Stratejisi açıklandı  https://t.co/R8u61sFxoN  https://t.co/6RVhR3u3B1,positive,0.9073
107,107,1430127108861407235,2021-08-24 11:17:27+00:00,2021-08-24,11:17:27,Türkiye'nin İlk Ulusal Yapay Zeka Stratejisi açıkl  https://t.co/FXo3jIsYTV,positive,0.6867
108,108,1430125949052493825,2021-08-24 11:12:51+00:00,2021-08-24,11:12:51,🎤 @AliTahaKoc  📡Ulusal Yapay Zekâ Stratejisi Lansmanı 📍 @BilisimVadisiTR   🤝 @TCSanayi  #UYZS #YapayZekaCağı  https://t.co/tl5KbURvNu,positive,0.5148
109,109,1430125806131556358,2021-08-24 11:12:17+00:00,2021-08-24,11:12:17,Madde madde Türkiye’nin 5 yıllık Ulusal Yapay Zeka Stratejisi  https://t.co/u94Zk0jwtH,positive,0.5558
110,110,1430125563545636884,2021-08-24 11:11:19+00:00,2021-08-24,11:11:19,"Cumhurbaşkanlığı Dijital Dönüşüm Ofisi Başkanı Koç, Türkiye'nin İlk Ulusal Yapay Zeka Stratejisi'ne ilişkin, 2025'te yapay zeka alanının ülkenin Gayri Safi Yurt İçi Hasılasına yaptığı katkıyı yüzde 5'e yükseltmeyi hedeflediklerini bildirdi.  👇🏻👇🏻👇🏻",positive,0.9677
111,111,1430125232216449029,2021-08-24 11:10:00+00:00,2021-08-24,11:10:00,"Türkiye'nin Ulusal Yapay Zeka Stratejisi Bakan Varank: ""2025'te yapay zeka alanında 50 bin istihdam hedefliyoruz""  https://t.co/PlF65OnxUx",positive,0.7987
112,112,1430125038552879104,2021-08-24 11:09:14+00:00,2021-08-24,11:09:14,"Sayin baskanim @varank Sizin samimiyetinizde zerra kadar supen yok, Allah icin cok çalışıyorsunuz! Fakat yuksekteknolojide biric ligde oynamak dunya listesinde en tekno üniver sahip olmak gerekiyormuş?  TR'nin yapay zeka stratejisi açıklandı  @tcmeb YOKUZ!  https://t.co/S55dLUuVeo",negative,0.8309
113,113,1430123456956350464,2021-08-24 11:02:57+00:00,2021-08-24,11:02:57,Türkiye&amp;#8217;nin İlk Ulusal Yapay Zeka Stratejisi Açıklandı -  https://t.co/YuqLBlEAVT,positive,0.7557
114,114,1430123134712168449,2021-08-24 11:01:40+00:00,2021-08-24,11:01:40,Bilişim Vadisi’nde ‘Yapay Zeka Stratejisi’ anlatıldı  https://t.co/c0NNGz8OzD @TCSanayi @AliTahaKoc @varank @BilisimVadisiTR,positive,0.6631
115,115,1430122286816899080,2021-08-24 10:58:18+00:00,2021-08-24,10:58:18,"@TCSanayi ve @dijital işbirliği ile Türkiye'nin 5 yıllık dönemdeki yapay zeka çalışmalarına yön verecek ilk ""Ulusal Yapay Zeka Stratejisi"" lansmanı, Sanayi ve Teknoloji Bakanı @varank 'ın teşrifleriyle gerçekleştirildi. @SeddarYavuz  #YapayZekaÇağı  https://t.co/g1T1XMFXaE",negative,0.7881
116,116,1430122148929196046,2021-08-24 10:57:45+00:00,2021-08-24,10:57:45,"BİTES olarak yapay zeka alanındaki güçlü altyapı ve vizyonumuzla, 'Ulusal Yapay Zeka Stratejisi'nin heyecanını paylaşıyoruz. Ülkemizi yapay zeka alanında üst seviyeye taşıyacak bu vizyon için tüm gücümüzle çalışmaya hazırız. #UYZS #YapayZekaÇağı @ugur_coskun_ @varank @dijital  https://t.co/bo9uulIvBg",positive,0.8191
117,117,1430119112815095876,2021-08-24 10:45:41+00:00,2021-08-24,10:45:41,Türkiye Ulusal Yapay Zekâ Stratejisi yayımlandı!  #artificialintelligence  #fintech  #cybersecurity #gdpr #kvkk #cybercrime #AI  https://t.co/l0PPyFIihh,positive,0.8132
118,118,1430118176654831637,2021-08-24 10:41:58+00:00,2021-08-24,10:41:58,@yakupallak @dijital tarafından açıklanan Ulusal Yapay Zekâ Stratejisi (#UYZS) lansmanında açıklanan hedeflere ulaşılabilmesi için #matematik ve #istatistik çok önemli ama ikisine de ülkede öcü gibi bakılıyor maalesef.   https://t.co/ci8Zhnujsp,negative,0.8746
119,119,1430118043594731550,2021-08-24 10:41:26+00:00,2021-08-24,10:41:26,"Cumhurbaşkanlığı @dijital ile @TCSanayi işbirliğinde hazırlanan ""Ulusal Yapay Zekâ Stratejisi 2021-2025"" yürürlüğe girdi.  📌Yapay zekâ alanında ülkemizin ilk ulusal strateji belgesi.  Stratejiye ulaşmak için;  🔗 https://t.co/1jyLQhfFeK  https://t.co/a31ILvovI7",positive,0.9901
120,120,1430117597471780876,2021-08-24 10:39:40+00:00,2021-08-24,10:39:40,"Ulusal Yapay Zeka Stratejisi açıklandı!  Bakan Varank, “2025’te yapay zeka alanındaki istihdamın en az 50 bine ulaşmasını hedefliyoruz. Bu nedenle nitelikli insan kaynağının yetişmesi için çok önemli tedbirler belirledik” dedi.  https://t.co/mDIKgoytro",negative,0.5261
121,121,1430116060737515537,2021-08-24 10:33:33+00:00,2021-08-24,10:33:33,"Cumhurbaşkanlığı Dijital Dönüşüm Ofisi Başkanı Ali Taha Koç, Ulusal Yapay Zeka Stratejisi’ne dair ayrıntıları @trthaber’de anlatıyor.  https://t.co/06yabAygQH",positive,0.8737
122,122,1430115867568844832,2021-08-24 10:32:47+00:00,2021-08-24,10:32:47,Bursa Haber - Türkiye’nin yapay zeka stratejisi Bilişim Vadisi’nde tanıtıldı  https://t.co/CQcvjd0mvP,positive,0.8881
123,123,1430115800917106688,2021-08-24 10:32:31+00:00,2021-08-24,10:32:31,Ulusal Yapay Zeka Stratejisi Özel Yayını - TRT Haber  https://t.co/uPlPBC28LS,positive,0.6621
124,124,1430115167325487105,2021-08-24 10:30:00+00:00,2021-08-24,10:30:00,Ulusal Yapay Zeka Stratejisi açıklandı: İşte hedefler  •  https://t.co/vKZzxQQBUD  https://t.co/aILfadX5f2,positive,0.9636
125,125,1430113815530819585,2021-08-24 10:24:38+00:00,2021-08-24,10:24:38,"Bugün Türkiye için önemli bir gün, Cumhurbaşkanlığı dijital dönüşüm ofisi tarafından düzenlenen beş yıllık yapay zeka stratejisi konuşmaları başladı.  #YapayZekaCağı  https://t.co/4Q0FypZfGX",positive,0.9268
126,126,1430113453688172579,2021-08-24 10:23:12+00:00,2021-08-24,10:23:12,"#YapayZekaÇağı başlıyor 📣  🇹🇷 @udijital ve @TCSanayi işbirliği ile hazırlanan Türkiye'nin ilk Ulusal Yapay Zeka Stratejisi, Türkiye'nin @BilisimVadisiTR 'nde bugün saat 10.00’da açıklanacak.🦾  https://t.co/0U9flDmwyQ",positive,0.9669
127,127,1430113164402724868,2021-08-24 10:22:03+00:00,2021-08-24,10:22:03,Türkiye'nin İlk Ulusal Yapay Zeka Stratejisi Tanıtıldı  https://t.co/gskCWwSNas,negative,0.5652
128,128,1430112774403862538,2021-08-24 10:20:30+00:00,2021-08-24,10:20:30,Türkiye'nin İlk Ulusal Yapay Zeka Stratejisi açıklandı - Havasspress  https://t.co/7IJQxaPNyz,positive,0.7878
129,129,1430112648390119425,2021-08-24 10:20:00+00:00,2021-08-24,10:20:00,"📍 Türkiye'nin 5 yıllık dönemdeki yapay zeka çalışmalarına yön verecek ilk ""Ulusal Yapay Zeka Stratejisi"" Bilişim Vadisi'nde kamuoyuna tanıtıldı.  https://t.co/zNEChjf2y0",positive,0.8937
130,130,1430112280998522912,2021-08-24 10:18:32+00:00,2021-08-24,10:18:32,"Türkiye’nin Ulusal Yapay Zeka Stratejisi, Bilişim Vadisi’nde tanıtıldı  https://t.co/QElROvnd8w",positive,0.7476
131,131,1430111663831674884,2021-08-24 10:16:05+00:00,2021-08-24,10:16:05,Türkiye'nin İlk Ulusal Yapay Zeka Stratejisi Açıklandı  https://t.co/GHibA4AT5I,positive,0.5922
132,132,1430111117540536324,2021-08-24 10:13:55+00:00,2021-08-24,10:13:55,"#YapayZekaÇağı başlıyor 📣  🇹🇷 @udijital ve @TCSanayi işbirliği ile hazırlanan Türkiye'nin ilk Ulusal Yapay Zeka Stratejisi, Türkiye'nin @BilisimVadisiTR 'nde bugün saat 10.00’da açıklanacak.🦾  https://t.co/FF2mIP7Hfh",positive,0.9656
133,133,1430110676534575104,2021-08-24 10:12:10+00:00,2021-08-24,10:12:10,Ulusal Yapay Zeka Stratejisi ile Türkiye’nin 5 yıllık yapay zeka planı belirlendi  https://t.co/k3ZEnWkmmP,positive,0.6235
134,134,1430110491024764942,2021-08-24 10:11:25+00:00,2021-08-24,10:11:25,"Türkiye’nin Ulusal Yapay Zeka Stratejisi, Bilişim Vadisi’nde tanıtıldı  https://t.co/O62KzzKvUO",positive,0.7997
135,135,1430110429255061505,2021-08-24 10:11:11+00:00,2021-08-24,10:11:11,Türkiye'nin İlk Ulusal Yapay Zeka Stratejisi Tanıtıldı  https://t.co/RW2Snjy0qs,positive,0.5848
136,136,1430110357897555994,2021-08-24 10:10:54+00:00,2021-08-24,10:10:54,"@TCSanayi ve @dijital işbirliği ile Türkiye'nin 5 yıllık dönemdeki yapay zeka çalışmalarına yön verecek 2021 / 2025 yılları ""Ulusal Yapay Zeka Stratejisi"" lansmanına Sanayi ve Teknoloji Bakanımız Sn.  @varank ile katıldık. #YapayZekaÇağı  https://t.co/w5WdAzF3qo",negative,0.7486
137,137,1430109908075229214,2021-08-24 10:09:06+00:00,2021-08-24,10:09:06,"#YapayZekaÇağı başlıyor 📣  🇹🇷 @udijital ve @TCSanayi işbirliği ile hazırlanan Türkiye'nin ilk Ulusal Yapay Zeka Stratejisi, Türkiye'nin @BilisimVadisiTR 'nde bugün saat 10.00’da açıklanacak.🦾  https://t.co/k70Pcjf3DP",positive,0.9671
138,138,1430109683851816960,2021-08-24 10:08:13+00:00,2021-08-24,10:08:13,Türkiye’nin İlk Ulusal Yapay Zeka Stratejisi açıklandı  https://t.co/7HaemViN4r,positive,0.5799
139,139,1430109619209318421,2021-08-24 10:07:58+00:00,2021-08-24,10:07:58,"Bugün açıklanan Ulusal Yapay Zeka Stratejisi'nde, @istbarosu, @ankarabarosu ve @izmir_barosu'nun ortak yayınladığı 2019 Yapay Zeka Çağında Hukuk Raporuna atıfla, Avukatlık mesleğinin icrasında teknolojiye yatkınlığın artırılmasının gerekliliği vurgulandı.  https://t.co/kCNMCGsKv5  https://t.co/MFG2MqtzGM",positive,0.5915
140,140,1430109278904406016,2021-08-24 10:06:36+00:00,2021-08-24,10:06:36,Türkiye’nin Ulusal Yapay Zeka Stratejisi kamuoyuyla paylaşıldı  https://t.co/IAhCB2emoJ @gazetezebra aracılığıyla,positive,0.5517
141,141,1430109249078767644,2021-08-24 10:06:29+00:00,2021-08-24,10:06:29,"@TCSanayi ve @dijital işbirliği ile Türkiye'nin 5 yıllık dönemdeki yapay zeka çalışmalarına yön verecek 2021/ 2025 yılların""Ulusal Yapay Zeka Stratejisi"" lansmanına Sanayi ve Teknoloji Bakanımız @varank ile katıldık. #YapayZekaÇağı  https://t.co/ui2Hxs0ORm",negative,0.7313
142,142,1430109111744671748,2021-08-24 10:05:57+00:00,2021-08-24,10:05:57,Türkiye'nin yapay zeka stratejisi  açıklandı. Ülkemizin yapay zeka yolunda ilerlemesi açısından önemli bir gelişme.  https://t.co/QCEPMQUpg2,positive,0.749
143,143,1430108484956209152,2021-08-24 10:03:27+00:00,2021-08-24,10:03:27,".@TCSanayi Bakanı @varank , Ulusal Yapay Zeka Stratejisi toplantısında Platin’e konuştu. Varank “Biz bu strateji ile Türkiye'nin önümüzdeki dönemdeki hedefleri, bu hedefleri başarmak için yapması gereken yatırımları ve odaklanması gereken alanları tespit etmiş olduk” dedi  https://t.co/bSvKX8f93N",positive,0.9281
144,144,1430108325249757202,2021-08-24 10:02:49+00:00,2021-08-24,10:02:49,"Ulusal Yapay Zeka Strateji ile 2025 yılına kadar yapay zeka alanında en az 50 bin kişinin istihdam edilmesi amaçlanıyor. Ulusal Yapay Zeka Stratejisi’nde 5 yıl içerisinde gerçeklemesi amaçlanan 6 stratejik öncelik, 24 amaç ve 119 tedbir bulunuyor.  https://t.co/iK2jCSZwFN",positive,0.6136
145,145,1430108237270036496,2021-08-24 10:02:28+00:00,2021-08-24,10:02:28,Türkiye’nin yapay zeka stratejisi Kocaeli'de tanıtıldı  https://t.co/vCz16gtp40,positive,0.7763
146,146,1430107859048673286,2021-08-24 10:00:58+00:00,2021-08-24,10:00:58,Türkiye'nin İlk Ulusal Yapay Zeka Stratejisi açıklandı  https://t.co/ZrGmTZvROn,positive,0.6867
147,147,1430107848541941760,2021-08-24 10:00:55+00:00,2021-08-24,10:00:55,"Ulusal Yapay Zeka Stratejisi yayımlandı.Uzun zamandır ülkemiz teknoloji konusunda ciddi yatırım ve atılımlar yapıyor, bu alanda çalışanların sayısı gün geçtikçe artıyor.@robolegist @allamarinara  @ayyucekizrak @ayseacar_ @isilsdenemec @bengibaydan2 daha çok çalışacağız birlikte.",positive,0.5415
148,148,1430107616546476033,2021-08-24 10:00:00+00:00,2021-08-24,10:00:00,"Yapay zekada 2025 hedefi en az 50 bin istihdam  🔹Türkiye'nin 5 yıllık dönemdeki yapay zeka çalışmalarına yön verecek ilk ""Ulusal Yapay Zeka Stratejisi"" Bilişim Vadisi'nde kamuoyuna tanıtıldı.  📎 https://t.co/cNVhiGKUyV  https://t.co/BUv1exSJTT",positive,0.9515
149,149,1430107381862707218,2021-08-24 09:59:04+00:00,2021-08-24,09:59:04,Ulusal Yapay Zeka Stratejisi ile Türkiye'nin 5 yıllık yapay zeka planı belirlendi  https://t.co/dhffCbEPJV  https://t.co/rr6zSurlJl,positive,0.578
150,150,1430107165918965775,2021-08-24 09:58:13+00:00,2021-08-24,09:58:13,"SANAYİ ve Teknoloji Bakanlığı ile Cumhurbaşkanlığı Dijital Dönüşüm Ofisi tarafından hazırlanan Türkiye'nin Ulusal Yapay Zeka Stratejisi, Bilişim Vadisi'nde düzenlenen program ile tanıtıldı.  https://t.co/BqUUndZpZC",positive,0.897
151,151,1430106954073059330,2021-08-24 09:57:22+00:00,2021-08-24,09:57:22,"Türkiye’nin Ulusal Yapay Zeka Stratejisi, Bilişim Vadisi’nde tanıtıldı  https://t.co/hFpAZhDATw",positive,0.7706
152,152,1430106194736209920,2021-08-24 09:54:21+00:00,2021-08-24,09:54:21,Türkiye'nin ilk ulusal yapay zeka stratejisi (2021-2025) bugün açıklanıyor. @dijital  Ulusal Yapay Zeka Stratejisi Belgesi  https://t.co/LC8EpMHoSf adresinde.  https://t.co/UoFRgJcUpx,positive,0.6041
153,153,1430105621031014400,2021-08-24 09:52:04+00:00,2021-08-24,09:52:04,Ulusal Yapay Zeka Stratejisi” Bilişim Vadisi’nde kamuoyuna tanıtıldı  #YapayZekaÇağı   https://t.co/bAFP121E4y,negative,0.8228
154,154,1430105349168713730,2021-08-24 09:50:59+00:00,2021-08-24,09:50:59,Türkiye’nin İlk Ulusal Yapay Zeka Stratejisi açıklandı  https://t.co/9kXCL4NlOa,positive,0.7205
155,155,1430105123943034904,2021-08-24 09:50:06+00:00,2021-08-24,09:50:06,"#Teknoloji | Türkiye'nin İlk Ulusal Yapay Zeka Stratejisi açıklandı ​ Bakan Varank, ""2025'te yapay zeka alanındaki istihdamın en az 50 bine ulaşmasını hedefliyoruz."" dedi.  #yapayzeka #UlusalYapayZekaStratejisi   https://t.co/7htw3KBA9a",positive,0.8239
156,156,1430105094016675859,2021-08-24 09:49:59+00:00,2021-08-24,09:49:59,"Sanayi ve Teknoloji Bakanı Varank, İlk Ulusal Yapay Zeka Stratejisi'ni açıkladı   ""2025'te yapay zeka alanındaki istihdamın 50 bine ulaşmasını hedefliyoruz""  https://t.co/XSPT7IVmwO",positive,0.6816
157,157,1430104700968448017,2021-08-24 09:48:25+00:00,2021-08-24,09:48:25,Ulusal Yapay Zeka Stratejisi ile Türkiye'nin 5 yıllık yapay zeka planı belirlendi  https://t.co/Gx1Xsou9Xz,positive,0.5574
158,158,1430103689059053580,2021-08-24 09:44:24+00:00,2021-08-24,09:44:24,"Varank, Türkiye’nin İlk Ulusal Yapay Zeka Stratejisi’ni açıkladı  https://t.co/CrU24FttzF",positive,0.8858
159,159,1430103516312449036,2021-08-24 09:43:42+00:00,2021-08-24,09:43:42,"Türkiye'nin İlk Ulusal Yapay Zeka Stratejisi, Ulusal Yapay Zeka Stratejisi Bilişim Vadisi'nde açıklandı  https://t.co/es72rP7Uw4",positive,0.6339
160,160,1430103409852624903,2021-08-24 09:43:17+00:00,2021-08-24,09:43:17,"Yayımlanan Ulusal Yapay Zeka Stratejisi ülkemize hayırlı olsun. Türkiye artık know-how ithal eden değil, çağa yön veren vizyona sahip bir ülke. Ne kadar gurur duysak az! 🇹🇷  https://t.co/DvUZGEYsYb",positive,0.9954
161,161,1430103228117667840,2021-08-24 09:42:34+00:00,2021-08-24,09:42:34,Türkiye’nin ilk ulusal yapay zeka stratejisi açıklandı  https://t.co/cJ6A3xEPBH   #MustafaVarank #YapayZeka #unicorn  https://t.co/w7OdeRiMhw,positive,0.7579
162,162,1430102666382880772,2021-08-24 09:40:20+00:00,2021-08-24,09:40:20,'Ulusal Yapay Zeka Stratejisi' açıklandı -    https://t.co/6wCivuuRvI  - #magazin #keşfet #takip #borsa #bist100 #ekonomi,positive,0.9724
163,163,1430102557750407204,2021-08-24 09:39:54+00:00,2021-08-24,09:39:54,2021-2025 Ulusal yapay zekâ stratejisi lansman ile açıklandı!   https://t.co/4Xm22HSrLf,positive,0.8378
164,164,1430102105491189776,2021-08-24 09:38:06+00:00,2021-08-24,09:38:06,Ulusal Yapay Zeka Stratejisi açıklandı  https://t.co/eqbU9n5Ubs,negative,0.5539
165,165,1430101115367010317,2021-08-24 09:34:10+00:00,2021-08-24,09:34:10,Ulusal Yapay Zeka Stratejisi (2021-2025) yayınladı.   pdf erişim:  https://t.co/VKBTZLpACd  https://t.co/I6ZHFrdm3o,positive,0.6307
166,166,1430101061419810817,2021-08-24 09:33:57+00:00,2021-08-24,09:33:57,"Türkiye, Yapay Zekâ Stratejisi’ni yayımlayan ülkeler arasında yerini aldı. 🇹🇷  #YapayZekaÇağı  https://t.co/FwYem4fTs0",positive,0.9597
167,167,1430100884957114374,2021-08-24 09:33:15+00:00,2021-08-24,09:33:15,"Yayımlanan Ulusal Yapay Zeka Stratejisi ülkemize hayırlı olsun. Türkiye artık know-how ithal eden değil, çağa yön veren vizyona sahip bir ülke. Ne kadar gurur duysak az! 🇹🇷  #UYZS  #YapayZekaÇağı  @dijital  @TCSanayi  https://t.co/RIOHttM5PS",positive,0.9466
168,168,1430099635834703874,2021-08-24 09:28:17+00:00,2021-08-24,09:28:17,Ulusal Yapay Zeka Stratejisi duyuruldu  https://t.co/4knFhXj5Ns,negative,0.5806
169,169,1430099513323163648,2021-08-24 09:27:48+00:00,2021-08-24,09:27:48,Bakan Varank'ın Ulusal Yapay Zeka Stratejisi açıklaması:  https://t.co/s1fJwxTg1c,negative,0.5142
170,170,1430099091468529677,2021-08-24 09:26:08+00:00,2021-08-24,09:26:08,Artık geri dönüş yok diye tanıtıldı! Türkiye’nin İlk Ulusal Yapay Zeka Stratejisi açıklandı  https://t.co/tQx7fopJwQ,negative,0.7378
171,171,1430098283658158083,2021-08-24 09:22:55+00:00,2021-08-24,09:22:55,Ulusal Yapay Zekâ Stratejisi 2021-2025 Yayımlandı  https://t.co/sJYxuZIvMN  https://t.co/c4Q6cxtL9w,negative,0.7691
172,172,1430098048210849793,2021-08-24 09:21:59+00:00,2021-08-24,09:21:59,"Türkiye, yapay zekâ stratejisini yayınlayan ülkeler arasına girdi.   Ulusal Yapay Zekâ Stratejisi belgesinde 6 stratejik öncelik belirlendi.  https://t.co/PTsPkBXU1l",positive,0.7895
173,173,1430097824864030728,2021-08-24 09:21:06+00:00,2021-08-24,09:21:06,Türkiye'nin İlk Ulusal Yapay Zeka Stratejisi Açıklandı  https://t.co/2wUZHUzDwQ,positive,0.5669
174,174,1430097806732275717,2021-08-24 09:21:01+00:00,2021-08-24,09:21:01,"ULUSAL YAPAY ZEKA STRATEJİSİ  Sanayi ve Teknoloji Bakanı Mustafa Varank, Bilişim Vadisi'nde Türkiye'nin ilk Ulusal Yapay Zeka Stratejisi'ni açıkladı. Buna göre 2025'te yapay zeka alanındaki istihdamın en az 50 bine ulaşması hedefleniyor.  https://t.co/9fUU9NUzt2",positive,0.8273
175,175,1430097275800494082,2021-08-24 09:18:55+00:00,2021-08-24,09:18:55,Türkiye’nin yapay zeka stratejisi açıklandı  https://t.co/Ykytrlz4ZW,positive,0.5726
